msec,Exper,T5Diamond,T5DiamondMask,T5DiamondPseudo,T5Mask,T5Pseudomask,T5Square,T5SquareMask,T5SquarePseudomask,OzDiamond,OzDiamondMask,OzDiamondPseudo,OzMask,OzPseudomask,OzSquare,OzSquareMask,OzSquarePseudo,T5Mask_T5SquareMask,T5Pseudomask_T5SquarePseudomask,T5Mask_T5DiamondMask,T5Pseudomask_T5DiamondPseudo,OzMask_OzSquareMask,OzPseudomask_OzSquarePseudo,OzMask_OzDiamondMask,OzPseudomask_OzDiamondPseudo
1080,2,.0376773,-.335313,-.493296,.330097,.26432,.555894,.252672,.0715884,1.03815,.249591,-.685889,1.22045,1.23093,1.16331,.331996,-.598964,.077425,.1927316,.66541,.757616,.888454,1.829894,.970859,1.916819
1085,2,.150728,-.309211,-.488363,.412827,.341687,.631122,.237654,.0739731,1.12631,.275211,-.699118,1.25073,1.25079,1.219,.321167,-.573717,.175173,.2677139,.722038,.83005,.929563,1.824507,.975519,1.949908
1090,2,.290159,-.288521,-.481757,.530074,.453371,.717476,.212936,.07218,1.24144,.294812,-.715508,1.31343,1.29429,1.28972,.299326,-.562023,.317138,.381191,.818595,.935128,1.014104,1.856313,1.018618,2.009798
1095,2,.447711,-.272405,-.473116,.671286,.590348,.809767,.180833,.0663061,1.3742,.309737,-.732721,1.40138,1.35672,1.36954,.26901,-.564966,.490453,.5240419,.943691,1.063464,1.13237,1.921686,1.091643,2.089441
1100,2,.613776,-.260124,-.462643,.824731,.74257,.902041,.143744,.0564542,1.51407,.321507,-.748629,1.50538,1.43179,1.45155,.232974,-.582399,.680987,.6861158,1.084855,1.205213,1.272406,2.014189,1.183873,2.180419
1105,2,.778342,-.251116,-.45107,.978589,.899863,.987974,.103992,.0427842,1.65044,.331631,-.761595,1.61503,1.51226,1.52869,.193949,-.612976,.874597,.8570788,1.229705,1.350933,1.421081,2.125236,1.283399,2.273855
1110,2,.931993,-.245013,-.439505,1.12191,1.05269,1.06147,.063694,.0255982,1.77354,.341427,-.770677,1.71981,1.59059,1.59457,.154424,-.654347,1.058216,1.0270918,1.366923,1.492195,1.565386,2.244937,1.378383,2.361267
1115,2,1.06682,-.241563,-.429228,1.24541,1.19278,1.11727,.0247167,.00543069,1.87531,.351888,-.775716,1.81,1.65972,1.64417,.116475,-.703499,1.2206933,1.18734931,1.486973,1.622008,1.693525,2.363219,1.458112,2.435436
1120,2,1.17708,-.240547,-.421437,1.3421,1.31352,1.15149,-.0114467,-.0169057,1.94997,.363604,-.777264,1.87761,1.71366,1.67432,.0816543,-.757129,1.3535467,1.3304257,1.582647,1.734957,1.7959557,2.470789,1.514006,2.490924
1125,2,1.25965,-.24171,-.417058,1.40762,1.41033,1.16216,-.0437243,-.0403385,1.99434,.376736,-.776424,1.917,1.74804,1.68383,.0509465,-.812031,1.4513443,1.4506685,1.64933,1.827388,1.8660535,2.560071,1.540264,2.524464
1130,2,1.31402,-.244719,-.416574,1.44038,1.48073,1.14947,-.07149,-.0636089,2.00788,.391058,-.7746,1.92531,1.76044,1.67345,.0247879,-.865402,1.51187,1.5443389,1.685099,1.897304,1.9005221,2.625842,1.534252,2.53504
1135,2,1.34206,-.249165,-.419986,1.44147,1.52436,1.11569,-.0945469,-.0853916,1.99252,.406038,-.773225,1.90254,1.75048,1.64551,.00314231,-.915042,1.5360169,1.6097516,1.690635,1.944346,1.89939769,2.665522,1.496502,2.523705
1140,2,1.34748,-.254585,-.426856,1.41433,1.54284,1.0648,-.113076,-.104455,1.95223,.420957,-.773505,1.85138,1.71975,1.60353,-.0143856,-.959412,1.527406,1.647295,1.668915,1.969696,1.8657656,2.679162,1.430423,2.493255
1145,2,1.33523,-.260502,-.436407,1.36426,1.5394,1.00188,-.127533,-.119813,1.89249,.435029,-.77624,1.77676,1.67152,1.55167,-.0284197,-.99761,1.491793,1.659213,1.624762,1.975807,1.8051797,2.66913,1.341731,2.44776
